,source,target,weight,id
0,"('104.244.43.167', 443)","('104.244.42.8', 443)",2,2
1,"('104.244.43.167', 443)","('104.244.42.65', 443)",3,2
2,"('104.244.42.8', 443)","('104.244.42.65', 443)",5,2
3,"('104.244.43.167', 443)","('192.229.233.25', 443)",2,2
4,"('192.229.233.25', 443)","('104.244.42.65', 443)",13,2
5,"('104.244.42.65', 443)","('104.244.43.71', 443)",1,2
6,"('104.244.42.65', 443)","('104.244.42.131', 443)",4,2
7,"('104.244.43.71', 443)","('104.244.43.167', 443)",2,2
8,"('104.244.43.71', 443)","('192.229.233.25', 443)",1,2
9,"('104.244.43.71', 443)","('104.244.42.8', 443)",1,2
10,"('104.244.43.71', 443)","('104.244.42.131', 443)",1,2
11,"('104.244.43.167', 443)","('104.244.42.131', 443)",1,2
12,"('192.229.233.25', 443)","('104.244.42.8', 443)",2,2
13,"('192.229.233.25', 443)","('104.244.42.131', 443)",2,2
14,"('104.244.42.8', 443)","('104.244.42.131', 443)",5,2
15,"('104.244.42.200', 443)","('104.244.43.103', 443)",2,5
16,"('104.244.42.200', 443)","('104.244.42.193', 443)",7,5
17,"('104.244.43.103', 443)","('104.244.42.193', 443)",4,5
18,"('104.244.43.167', 443)","('104.244.43.103', 443)",2,5
19,"('104.244.43.167', 443)","('104.244.42.193', 443)",1,5
20,"('104.244.43.135', 443)","('104.244.42.195', 443)",1,5
21,"('104.244.43.135', 443)","('104.244.43.103', 443)",2,5
22,"('104.244.43.135', 443)","('104.244.42.200', 443)",1,5
23,"('104.244.43.135', 443)","('104.244.42.193', 443)",2,5
24,"('104.244.42.195', 443)","('104.244.43.103', 443)",1,5
25,"('104.244.42.195', 443)","('104.244.42.200', 443)",5,5
26,"('104.244.42.195', 443)","('104.244.42.193', 443)",5,5
27,"('104.244.43.167', 443)","('104.244.42.72', 443)",2,8
28,"('104.244.43.167', 443)","('104.244.42.193', 443)",3,8
29,"('104.244.42.72', 443)","('104.244.42.193', 443)",5,8
30,"('104.244.43.167', 443)","('104.244.42.67', 443)",2,8
31,"('104.244.42.72', 443)","('104.244.42.67', 443)",5,8
32,"('104.244.42.67', 443)","('104.244.42.193', 443)",5,8
33,"('104.244.42.1', 443)","('104.244.42.72', 443)",4,11
34,"('104.244.42.1', 443)","('192.229.233.25', 443)",15,11
35,"('104.244.42.72', 443)","('192.229.233.25', 443)",4,11
36,"('104.244.43.7', 443)","('104.244.42.195', 443)",1,11
37,"('104.244.43.7', 443)","('192.229.233.25', 443)",2,11
38,"('104.244.43.7', 443)","('104.244.42.1', 443)",2,11
39,"('104.244.43.7', 443)","('104.244.42.72', 443)",1,11
40,"('104.244.42.195', 443)","('192.229.233.25', 443)",3,11
41,"('104.244.42.195', 443)","('104.244.42.1', 443)",3,11
42,"('104.244.42.195', 443)","('104.244.42.72', 443)",4,11
43,"('104.244.42.200', 443)","('104.244.43.103', 443)",3,14
44,"('104.244.42.200', 443)","('104.244.42.193', 443)",5,14
45,"('104.244.43.103', 443)","('104.244.42.193', 443)",3,14
46,"('104.244.43.103', 443)","('104.244.42.67', 443)",1,14
47,"('104.244.43.103', 443)","('192.229.233.25', 443)",1,14
48,"('104.244.42.67', 443)","('104.244.42.200', 443)",5,14
49,"('104.244.42.67', 443)","('192.229.233.25', 443)",3,14
50,"('104.244.42.67', 443)","('104.244.42.193', 443)",3,14
51,"('104.244.42.200', 443)","('192.229.233.25', 443)",3,14
52,"('192.229.233.25', 443)","('104.244.42.193', 443)",12,14
53,"('212.179.154.244', 443)","('64.233.167.136', 443)",7,16
54,"('212.179.154.217', 443)","('216.58.210.14', 443)",1,16
55,"('212.179.154.217', 443)","('212.179.154.244', 443)",1,16
56,"('212.179.154.217', 443)","('64.233.167.136', 443)",1,16
57,"('212.179.154.210', 443)","('74.125.206.136', 443)",21,16
58,"('216.58.209.238', 443)","('212.179.154.216', 443)",1,16
59,"('212.179.154.231', 443)","('74.125.195.91', 443)",7,16
60,"('216.58.210.78', 443)","('216.58.209.238', 443)",1,16
61,"('173.194.67.136', 443)","('212.179.154.230', 443)",7,16
62,"('74.125.71.136', 443)","('216.58.209.238', 443)",3,16
63,"('216.58.210.78', 443)","('212.179.154.230', 443)",1,16
64,"('216.58.210.46', 443)","('216.58.208.46', 443)",1,16
65,"('212.179.180.110', 443)","('74.125.195.136', 443)",1,16
66,"('212.179.154.245', 443)","('216.58.209.238', 443)",2,16
67,"('212.179.154.230', 443)","('64.233.166.93', 443)",2,16
68,"('74.125.140.190', 443)","('212.179.154.216', 443)",7,16
69,"('173.194.67.139', 443)","('64.233.167.139', 443)",1,16
70,"('74.125.133.136', 443)","('212.179.180.103', 443)",7,16
71,"('212.179.180.116', 443)","('212.179.180.103', 443)",2,16
72,"('212.179.154.224', 443)","('212.179.180.109', 443)",14,16
73,"('212.179.180.96', 443)","('212.179.180.123', 443)",1,16
74,"('212.179.154.237', 443)","('212.179.180.82', 443)",1,16
75,"('212.179.154.238', 443)","('212.179.180.96', 443)",7,16
76,"('216.58.210.77', 443)","('216.58.210.78', 443)",5,16
77,"('212.179.154.238', 443)","('212.179.180.88', 443)",1,16
78,"('212.179.154.231', 443)","('212.179.180.123', 443)",7,16
79,"('212.179.154.231', 443)","('212.179.154.224', 443)",1,16
80,"('212.179.154.231', 443)","('212.179.180.109', 443)",1,16
81,"('212.179.180.123', 443)","('212.179.154.216', 443)",1,16
82,"('212.179.180.103', 443)","('212.179.180.117', 443)",3,16
83,"('212.179.180.116', 443)","('212.179.154.230', 443)",1,16
84,"('212.179.154.210', 443)","('212.179.154.230', 443)",1,16
85,"('212.179.180.88', 443)","('212.179.154.245', 443)",1,16
86,"('212.179.180.89', 443)","('212.179.180.109', 443)",1,16
87,"('212.179.180.88', 443)","('212.179.154.216', 443)",3,16
88,"('212.179.180.103', 443)","('212.179.180.109', 443)",1,16
89,"('212.179.154.217', 443)","('212.179.180.102', 443)",1,16
90,"('212.179.154.217', 443)","('212.179.154.237', 443)",1,16
91,"('212.179.154.244', 443)","('212.179.180.117', 443)",7,16
92,"('216.58.210.45', 443)","('212.179.154.230', 443)",1,16
93,"('216.58.210.45', 443)","('212.179.154.224', 443)",1,16
94,"('212.179.154.230', 443)","('212.179.154.224', 443)",1,16
95,"('212.179.154.238', 443)","('212.179.180.103', 443)",1,16
96,"('212.179.154.251', 443)","('212.179.180.103', 443)",2,16
97,"('212.179.154.238', 443)","('212.179.154.216', 443)",1,16
98,"('212.179.154.223', 443)","('212.179.154.217', 443)",1,16
99,"('212.179.154.223', 443)","('212.179.154.251', 443)",3,16
100,"('212.179.180.82', 443)","('212.179.180.109', 443)",1,16
101,"('104.244.43.167', 443)","('199.59.149.198', 443)",4,17
102,"('104.244.43.167', 443)","('192.229.233.25', 443)",2,17
103,"('199.59.149.198', 443)","('192.229.233.25', 443)",12,17
104,"('104.244.43.167', 443)","('199.59.149.200', 443)",1,17
105,"('199.59.149.200', 443)","('192.229.233.25', 443)",3,17
106,"('199.59.149.200', 443)","('199.59.149.198', 443)",3,17
107,"('212.179.154.210', 443)","('212.179.180.110', 443)",1,19
108,"('212.179.154.238', 443)","('212.179.180.103', 443)",4,19
109,"('212.179.154.230', 443)","('212.179.180.123', 443)",2,19
110,"('212.179.154.238', 443)","('74.125.201.94', 443)",4,19
111,"('212.179.154.251', 443)","('212.179.154.238', 443)",3,19
112,"('212.179.154.251', 443)","('212.179.154.237', 443)",2,19
113,"('212.179.154.251', 443)","('216.58.208.46', 443)",4,19
114,"('212.179.154.238', 443)","('212.179.154.237', 443)",2,19
115,"('212.179.154.238', 443)","('216.58.208.46', 443)",3,19
116,"('212.179.154.237', 443)","('216.58.208.46', 443)",2,19
117,"('212.179.154.237', 443)","('74.125.201.94', 443)",1,19
118,"('216.58.210.78', 443)","('212.179.154.224', 443)",1,19
119,"('216.58.210.46', 443)","('212.179.154.237', 443)",7,19
120,"('216.58.210.14', 443)","('216.58.208.78', 443)",2,19
121,"('173.194.67.136', 443)","('216.58.210.78', 443)",1,19
122,"('173.194.67.136', 443)","('212.179.154.216', 443)",7,19
123,"('212.179.154.251', 443)","('64.233.166.91', 443)",7,19
124,"('212.179.154.251', 443)","('212.179.154.245', 443)",1,19
125,"('212.179.154.251', 443)","('212.179.154.216', 443)",1,19
126,"('64.233.166.91', 443)","('212.179.154.245', 443)",2,19
127,"('64.233.166.91', 443)","('212.179.154.216', 443)",1,19
128,"('212.179.154.245', 443)","('212.179.154.216', 443)",3,19
129,"('64.233.166.91', 443)","('212.179.154.210', 443)",7,19
130,"('212.179.154.210', 443)","('212.179.154.245', 443)",1,19
131,"('212.179.154.238', 443)","('74.125.140.91', 443)",1,19
132,"('104.244.43.103', 443)","('199.59.148.82', 443)",4,20
133,"('199.59.150.42', 443)","('104.244.43.103', 443)",2,20
134,"('199.59.150.42', 443)","('199.59.148.82', 443)",4,20
135,"('104.244.43.103', 443)","('192.229.233.25', 443)",1,20
136,"('199.59.150.42', 443)","('192.229.233.25', 443)",3,20
137,"('192.229.233.25', 443)","('199.59.148.82', 443)",11,20
138,"('52.26.119.85', 443)","('68.232.34.191', 443)",7,21
139,"('212.179.154.231', 443)","('64.233.184.93', 443)",2,22
140,"('173.194.67.101', 443)","('216.58.209.238', 443)",1,22
141,"('212.179.154.237', 443)","('216.58.208.78', 443)",1,22
142,"('212.179.154.251', 443)","('173.194.67.190', 443)",1,22
143,"('216.58.210.14', 443)","('216.58.208.46', 443)",2,22
144,"('74.125.206.101', 443)","('216.58.210.77', 443)",2,22
145,"('74.125.206.101', 443)","('64.233.166.95', 443)",1,22
146,"('216.58.210.77', 443)","('64.233.166.95', 443)",1,22
147,"('216.58.210.14', 443)","('216.58.210.78', 443)",1,22
148,"('212.179.154.237', 443)","('64.233.167.91', 443)",1,22
149,"('212.179.154.231', 443)","('74.125.195.190', 443)",3,22
150,"('212.179.154.231', 443)","('216.58.209.238', 443)",3,22
151,"('74.125.195.190', 443)","('216.58.209.238', 443)",3,22
152,"('212.179.154.217', 443)","('216.58.210.14', 443)",1,22
153,"('173.194.67.190', 443)","('216.58.209.238', 443)",4,22
154,"('173.194.67.190', 443)","('212.179.180.109', 443)",4,22
155,"('216.58.209.238', 443)","('212.179.180.109', 443)",4,22
156,"('212.179.154.245', 443)","('173.194.67.91', 443)",7,22
157,"('212.179.154.231', 443)","('74.125.195.132', 443)",1,22
158,"('212.179.154.231', 443)","('216.58.210.78', 443)",1,22
159,"('212.179.154.231', 443)","('216.58.210.46', 443)",1,22
160,"('212.179.154.231', 443)","('173.194.67.132', 443)",1,22
161,"('74.125.195.132', 443)","('216.58.210.78', 443)",1,22
162,"('74.125.195.132', 443)","('216.58.210.46', 443)",1,22
163,"('74.125.195.132', 443)","('173.194.67.132', 443)",1,22
164,"('216.58.210.78', 443)","('216.58.210.46', 443)",1,22
165,"('216.58.210.78', 443)","('173.194.67.132', 443)",1,22
166,"('216.58.210.46', 443)","('173.194.67.132', 443)",1,22
167,"('212.179.154.231', 443)","('173.194.67.136', 443)",1,22
168,"('212.179.154.223', 443)","('173.194.67.190', 443)",7,22
169,"('216.58.210.46', 443)","('173.194.67.190', 443)",1,22
170,"('216.58.210.46', 443)","('212.179.154.223', 443)",1,22
171,"('74.125.71.93', 443)","('212.179.154.230', 443)",7,22
172,"('216.58.210.78', 443)","('212.179.154.224', 443)",5,22
173,"('212.179.154.238', 443)","('64.233.166.91', 443)",7,22
174,"('212.179.154.217', 443)","('216.58.208.46', 443)",1,22
175,"('212.179.154.238', 443)","('74.125.206.136', 443)",1,22
176,"('212.179.154.245', 443)","('64.233.167.93', 443)",7,22
177,"('212.179.180.102', 443)","('216.58.208.77', 443)",8,22
178,"('212.179.154.230', 443)","('212.179.180.102', 443)",1,22
179,"('212.179.154.230', 443)","('216.58.208.77', 443)",1,22
180,"('212.179.154.231', 443)","('74.125.206.93', 443)",7,22
181,"('212.179.154.244', 443)","('212.179.154.216', 443)",1,22
182,"('64.233.184.190', 443)","('212.179.180.123', 443)",7,22
183,"('212.179.180.89', 443)","('216.58.210.78', 443)",1,22
184,"('212.179.180.89', 443)","('216.58.209.238', 443)",1,22
185,"('216.58.210.78', 443)","('216.58.209.238', 443)",1,22
186,"('212.179.154.251', 443)","('74.125.195.91', 443)",1,22
187,"('212.179.154.231', 443)","('212.179.154.237', 443)",1,22
188,"('212.179.180.110', 443)","('216.58.210.78', 443)",7,22
189,"('212.179.180.110', 443)","('216.58.208.78', 443)",4,22
190,"('216.58.210.78', 443)","('216.58.208.78', 443)",5,22
191,"('216.58.210.46', 443)","('216.58.210.67', 443)",1,22
192,"('216.58.210.46', 443)","('216.58.208.78', 443)",2,22
193,"('216.58.210.46', 443)","('216.58.210.14', 443)",7,22
194,"('216.58.210.14', 443)","('216.58.208.78', 443)",7,22
195,"('212.179.154.245', 443)","('212.179.154.224', 443)",1,22
196,"('212.179.154.217', 443)","('212.179.154.245', 443)",1,22
197,"('212.179.154.231', 443)","('212.179.154.216', 443)",1,22
198,"('212.179.180.95', 443)","('212.179.180.102', 443)",7,22
199,"('212.179.180.95', 443)","('212.179.180.96', 443)",1,22
200,"('212.179.180.110', 443)","('212.179.154.230', 443)",7,22
201,"('212.179.154.237', 443)","('212.179.154.244', 443)",1,22
202,"('212.179.154.223', 443)","('212.179.180.110', 443)",7,22
203,"('212.179.154.223', 443)","('212.179.154.237', 443)",1,22
204,"('212.179.154.237', 443)","('212.179.180.110', 443)",1,22
205,"('212.179.154.237', 443)","('212.179.154.245', 443)",1,22
206,"('212.179.154.237', 443)","('216.58.208.77', 443)",1,22
207,"('212.179.154.245', 443)","('216.58.208.77', 443)",1,22
208,"('212.179.154.237', 443)","('212.179.154.224', 443)",7,22
209,"('212.179.154.244', 443)","('212.179.180.96', 443)",5,22
210,"('212.179.154.237', 443)","('212.179.180.96', 443)",3,22
211,"('212.179.154.217', 443)","('212.179.180.117', 443)",1,22
212,"('212.179.154.238', 443)","('212.179.180.117', 443)",1,22
213,"('199.59.150.39', 443)","('104.244.43.103', 443)",4,23
214,"('199.59.150.39', 443)","('199.59.149.200', 443)",4,23
215,"('199.59.150.39', 443)","('192.229.233.25', 443)",27,23
216,"('199.59.149.200', 443)","('192.229.233.25', 443)",5,23
217,"('199.59.149.200', 443)","('104.244.43.103', 443)",2,23
218,"('192.229.233.25', 443)","('104.244.43.103', 443)",2,23
219,"('104.244.43.39', 443)","('192.229.233.25', 443)",1,23
220,"('104.244.43.199', 443)","('192.229.233.25', 443)",1,23
221,"('74.125.133.136', 443)","('212.179.180.88', 443)",7,24
222,"('212.179.180.89', 443)","('212.179.154.224', 443)",1,24
223,"('212.179.154.216', 443)","('216.58.219.206', 443)",7,24
224,"('212.179.180.95', 443)","('212.179.180.88', 443)",1,24
225,"('212.179.154.244', 443)","('212.179.180.96', 443)",1,24
226,"('212.179.180.96', 443)","('212.179.154.230', 443)",7,24
227,"('212.179.180.123', 443)","('212.179.154.230', 443)",1,24
228,"('212.179.154.217', 443)","('212.179.180.102', 443)",1,24
229,"('74.125.21.91', 443)","('216.58.210.14', 443)",4,24
230,"('212.179.180.110', 443)","('216.58.208.78', 443)",4,24
231,"('212.179.180.110', 443)","('173.194.46.127', 443)",4,24
232,"('216.58.208.78', 443)","('173.194.46.127', 443)",7,24
233,"('74.125.71.190', 443)","('212.179.154.216', 443)",7,24
234,"('212.179.154.216', 443)","('216.58.209.238', 443)",4,24
235,"('74.125.71.190', 443)","('216.58.209.238', 443)",5,24
236,"('216.58.209.237', 443)","('216.58.208.78', 443)",4,24
237,"('212.179.154.244', 443)","('74.125.133.91', 443)",7,24
238,"('212.179.154.245', 443)","('64.233.166.190', 443)",1,24
239,"('212.179.154.223', 443)","('64.233.184.91', 443)",7,24
240,"('212.179.154.217', 443)","('64.233.184.93', 443)",3,24
241,"('216.58.209.238', 443)","('64.233.184.93', 443)",3,24
242,"('64.233.166.91', 443)","('212.179.154.230', 443)",7,24
243,"('74.125.195.93', 443)","('212.179.154.238', 443)",7,24
244,"('216.58.210.14', 443)","('216.58.209.238', 443)",1,24
245,"('74.125.71.190', 443)","('212.179.154.230', 443)",7,24
246,"('74.125.71.190', 443)","('216.58.210.78', 443)",1,24
247,"('216.58.210.78', 443)","('212.179.154.230', 443)",1,24
248,"('212.179.154.230', 443)","('216.58.209.238', 443)",1,24
249,"('216.58.210.46', 443)","('173.194.44.1', 443)",1,24
250,"('216.58.210.46', 443)","('212.179.154.217', 443)",1,24
251,"('212.179.154.217', 443)","('74.125.195.190', 443)",7,24
252,"('212.179.154.251', 443)","('64.233.166.190', 443)",1,24
253,"('216.58.210.46', 443)","('64.233.166.190', 443)",1,24
254,"('212.179.154.231', 443)","('74.125.206.190', 443)",7,24
255,"('74.125.133.139', 443)","('216.58.209.237', 443)",2,24
256,"('74.125.133.139', 443)","('64.233.166.95', 443)",1,24
257,"('216.58.209.237', 443)","('64.233.166.95', 443)",1,24
258,"('216.58.210.78', 443)","('216.58.209.238', 443)",1,24
259,"('199.59.150.7', 443)","('104.244.43.103', 443)",4,25
260,"('199.59.150.7', 443)","('192.229.233.25', 443)",13,25
261,"('199.59.150.7', 443)","('199.59.148.11', 443)",2,25
262,"('192.229.233.25', 443)","('199.59.148.11', 443)",3,25
263,"('192.229.233.25', 443)","('104.244.43.103', 443)",1,25
264,"('199.59.148.11', 443)","('104.244.43.103', 443)",1,25
265,"('192.229.233.25', 443)","('104.244.43.7', 443)",1,25
266,"('74.125.71.136', 443)","('212.179.180.117', 443)",1,26
267,"('212.179.154.224', 443)","('64.233.184.93', 443)",7,26
268,"('212.179.154.224', 443)","('216.58.208.78', 443)",1,26
269,"('216.58.208.78', 443)","('64.233.184.93', 443)",1,26
270,"('74.125.226.103', 443)","('216.58.209.238', 443)",1,26
271,"('216.58.208.78', 443)","('216.58.208.46', 443)",15,26
272,"('212.179.154.245', 443)","('64.233.184.136', 443)",5,26
273,"('212.179.154.244', 443)","('216.58.210.78', 443)",1,26
274,"('212.179.154.244', 443)","('216.58.208.46', 443)",1,26
275,"('216.58.210.78', 443)","('216.58.208.46', 443)",1,26
276,"('212.179.154.223', 443)","('64.233.184.93', 443)",7,26
277,"('216.58.210.14', 443)","('216.58.208.78', 443)",5,26
278,"('74.125.71.136', 443)","('212.179.154.216', 443)",7,26
279,"('216.58.210.46', 443)","('216.58.209.238', 443)",1,26
280,"('212.179.154.238', 443)","('173.194.67.91', 443)",7,26
281,"('173.194.67.190', 443)","('216.58.209.238', 443)",7,26
282,"('212.179.154.231', 443)","('74.125.133.93', 443)",7,26
283,"('212.179.154.231', 443)","('216.58.208.78', 443)",1,26
284,"('74.125.133.93', 443)","('216.58.208.78', 443)",1,26
285,"('216.58.210.78', 443)","('216.58.209.238', 443)",1,26
286,"('212.179.154.238', 443)","('173.194.67.93', 443)",7,26
287,"('212.179.154.223', 443)","('216.58.210.14', 443)",3,26
288,"('212.179.180.88', 443)","('173.194.67.136', 443)",7,26
289,"('64.233.184.91', 443)","('212.179.154.216', 443)",7,26
290,"('212.179.154.245', 443)","('212.179.180.103', 443)",7,26
291,"('212.179.154.231', 443)","('212.179.154.210', 443)",1,26
292,"('212.179.154.231', 443)","('212.179.180.110', 443)",1,26
293,"('212.179.154.210', 443)","('212.179.180.110', 443)",1,26
294,"('212.179.180.103', 443)","('212.179.154.224', 443)",3,26
295,"('212.179.154.231', 443)","('212.179.180.109', 443)",1,26
296,"('212.179.154.231', 443)","('212.179.180.89', 443)",1,26
297,"('212.179.154.244', 443)","('173.194.46.105', 443)",2,26
298,"('173.194.46.105', 443)","('212.179.180.109', 443)",1,26
299,"('216.58.210.14', 443)","('216.58.209.238', 443)",1,26
300,"('216.58.210.14', 443)","('216.58.208.46', 443)",4,26
301,"('212.179.154.237', 443)","('216.58.210.78', 443)",1,26
302,"('212.179.154.238', 443)","('212.179.154.244', 443)",2,26
303,"('212.179.180.116', 443)","('212.179.154.230', 443)",7,26
304,"('212.179.154.238', 443)","('212.179.154.230', 443)",1,26
305,"('212.179.154.223', 443)","('212.179.154.230', 443)",1,26
306,"('212.179.180.102', 443)","('212.179.180.109', 443)",2,26
307,"('212.179.154.237', 443)","('212.179.180.109', 443)",1,26
308,"('212.179.154.210', 443)","('212.179.180.123', 443)",4,26
309,"('212.179.154.251', 443)","('216.58.208.78', 443)",7,26
310,"('212.179.154.210', 443)","('212.179.180.117', 443)",1,26
311,"('212.179.180.123', 443)","('212.179.180.117', 443)",1,26
312,"('212.179.154.224', 443)","('216.58.208.77', 443)",1,26
313,"('212.179.154.217', 443)","('212.179.180.116', 443)",7,26
314,"('212.179.154.251', 443)","('212.179.180.116', 443)",4,26
315,"('212.179.154.244', 443)","('212.179.180.103', 443)",7,26
316,"('212.179.154.237', 443)","('212.179.180.102', 443)",1,26
317,"('212.179.154.231', 443)","('212.179.180.103', 443)",7,26
318,"('212.179.180.88', 443)","('212.179.154.224', 443)",1,26
319,"('212.179.180.88', 443)","('212.179.180.103', 443)",3,26
320,"('212.179.154.223', 443)","('212.179.154.245', 443)",1,26
321,"('212.179.154.223', 443)","('212.179.180.88', 443)",2,26
322,"('104.244.43.199', 443)","('199.59.148.82', 443)",4,27
323,"('104.244.43.199', 443)","('199.59.149.200', 443)",2,27
324,"('104.244.43.199', 443)","('192.229.233.25', 443)",2,27
325,"('199.59.149.200', 443)","('192.229.233.25', 443)",4,27
326,"('199.59.149.200', 443)","('199.59.148.82', 443)",5,27
327,"('192.229.233.25', 443)","('199.59.148.82', 443)",20,27
328,"('212.179.154.244', 443)","('212.179.154.216', 443)",2,29
329,"('212.179.154.251', 443)","('212.179.154.231', 443)",2,29
330,"('212.179.154.245', 443)","('212.179.180.96', 443)",7,29
331,"('212.179.154.245', 443)","('212.179.180.123', 443)",5,29
332,"('212.179.180.96', 443)","('212.179.180.123', 443)",5,29
333,"('212.179.154.210', 443)","('212.179.154.230', 443)",2,29
334,"('212.179.154.210', 443)","('212.179.180.89', 443)",4,29
335,"('212.179.180.82', 443)","('212.179.154.237', 443)",2,29
336,"('212.179.154.223', 443)","('212.179.180.110', 443)",5,29
337,"('212.179.154.217', 443)","('212.179.180.95', 443)",2,29
338,"('212.179.154.231', 443)","('212.179.154.216', 443)",3,29
339,"('212.179.180.95', 443)","('216.58.210.14', 443)",7,29
340,"('212.179.180.95', 443)","('173.194.67.91', 443)",7,29
341,"('212.179.180.95', 443)","('74.125.226.15', 443)",7,29
342,"('216.58.210.14', 443)","('173.194.67.91', 443)",7,29
343,"('216.58.210.14', 443)","('74.125.226.15', 443)",7,29
344,"('173.194.67.91', 443)","('74.125.226.15', 443)",7,29
345,"('173.194.67.91', 443)","('216.58.210.78', 443)",1,29
346,"('216.58.210.14', 443)","('216.58.210.78', 443)",1,29
347,"('216.58.210.78', 443)","('212.179.180.95', 443)",1,29
348,"('216.58.210.78', 443)","('74.125.226.15', 443)",1,29
349,"('212.179.154.223', 443)","('216.58.210.14', 443)",1,29
350,"('212.179.154.223', 443)","('216.58.210.78', 443)",1,29
351,"('216.58.210.46', 443)","('212.179.154.224', 443)",3,29
352,"('173.194.67.190', 443)","('216.58.208.78', 443)",3,29
353,"('173.194.67.190', 443)","('212.179.180.103', 443)",7,29
354,"('216.58.208.78', 443)","('212.179.180.103', 443)",3,29
355,"('212.179.154.223', 443)","('216.58.209.238', 443)",2,29
356,"('212.179.154.231', 443)","('216.58.210.14', 443)",3,29
357,"('212.179.154.231', 443)","('216.58.209.238', 443)",1,29
358,"('216.58.210.14', 443)","('216.58.209.238', 443)",1,29
359,"('74.125.71.93', 443)","('212.179.154.231', 443)",5,29
360,"('74.125.71.93', 443)","('212.179.154.217', 443)",2,29
361,"('212.179.154.217', 443)","('212.179.154.231', 443)",2,29
362,"('212.179.154.223', 443)","('212.179.180.116', 443)",2,29
363,"('212.179.154.245', 443)","('212.179.180.102', 443)",3,29
364,"('212.179.154.210', 443)","('173.194.72.93', 443)",1,29
365,"('216.58.210.14', 443)","('173.194.67.93', 443)",4,29
366,"('212.179.154.223', 443)","('212.179.154.224', 443)",3,29
367,"('212.179.154.223', 443)","('212.179.154.231', 443)",3,29
368,"('212.179.154.210', 443)","('74.125.206.190', 443)",4,29
369,"('212.179.154.251', 443)","('212.179.154.210', 443)",2,29
370,"('212.179.154.251', 443)","('74.125.206.190', 443)",2,29
371,"('212.179.154.251', 443)","('212.179.154.224', 443)",1,29
372,"('212.179.154.238', 443)","('212.179.154.230', 443)",3,29
373,"('212.179.154.245', 443)","('74.125.133.91', 443)",1,29
374,"('212.179.154.251', 443)","('212.179.154.217', 443)",1,29
375,"('212.179.154.244', 443)","('173.194.67.93', 443)",7,29
376,"('212.179.154.251', 443)","('212.179.154.230', 443)",4,29
377,"('74.125.195.136', 443)","('212.179.180.103', 443)",7,29
378,"('212.179.154.223', 443)","('212.179.154.244', 443)",1,29
379,"('212.179.154.245', 443)","('212.179.154.230', 443)",9,29
380,"('212.179.154.231', 443)","('64.233.166.93', 443)",7,29
381,"('212.179.154.251', 443)","('64.233.166.93', 443)",1,29
382,"('212.179.154.216', 443)","('74.125.206.190', 443)",3,29
383,"('212.179.154.224', 443)","('212.179.180.109', 443)",1,29
384,"('64.233.184.95', 443)","('173.194.67.100', 443)",1,29
385,"('64.233.184.95', 443)","('216.58.208.77', 443)",1,29
386,"('173.194.67.100', 443)","('216.58.208.77', 443)",2,29
387,"('212.179.154.216', 443)","('212.179.154.224', 443)",1,29
388,"('74.125.133.91', 443)","('212.179.154.216', 443)",7,29
389,"('199.59.148.10', 443)","('104.244.43.135', 443)",5,30
390,"('199.59.148.10', 443)","('192.229.233.25', 443)",48,30
391,"('192.229.233.25', 443)","('104.244.43.135', 443)",2,30
392,"('199.59.148.10', 443)","('199.59.150.42', 443)",3,30
393,"('199.59.150.42', 443)","('192.229.233.25', 443)",4,30
394,"('199.59.150.42', 443)","('104.244.43.135', 443)",1,30
395,"('212.179.180.82', 443)","('212.179.154.245', 443)",2,31
396,"('212.179.154.231', 443)","('64.233.184.132', 443)",1,31
397,"('212.179.154.231', 443)","('216.58.209.225', 443)",1,31
398,"('212.179.154.231', 443)","('216.58.210.65', 443)",2,31
399,"('212.179.154.231', 443)","('212.179.154.216', 443)",2,31
400,"('64.233.184.132', 443)","('216.58.209.225', 443)",1,31
401,"('64.233.184.132', 443)","('216.58.210.65', 443)",1,31
402,"('64.233.184.132', 443)","('212.179.154.216', 443)",1,31
403,"('216.58.209.225', 443)","('216.58.210.65', 443)",1,31
404,"('216.58.209.225', 443)","('212.179.154.216', 443)",1,31
405,"('216.58.210.65', 443)","('212.179.154.216', 443)",1,31
406,"('212.179.154.237', 443)","('212.179.154.216', 443)",2,31
407,"('212.179.154.237', 443)","('212.179.180.89', 443)",2,31
408,"('212.179.180.116', 443)","('212.179.180.123', 443)",2,31
409,"('212.179.154.230', 443)","('173.194.67.93', 443)",2,31
410,"('212.179.154.238', 443)","('212.179.154.210', 443)",3,31
411,"('212.179.154.223', 443)","('212.179.180.82', 443)",5,31
412,"('212.179.154.223', 443)","('212.179.180.116', 443)",2,31
413,"('212.179.180.82', 443)","('212.179.180.116', 443)",1,31
414,"('212.179.154.223', 443)","('212.179.154.237', 443)",3,31
415,"('212.179.154.237', 443)","('212.179.180.82', 443)",3,31
416,"('212.179.154.244', 443)","('212.179.154.210', 443)",7,31
417,"('212.179.154.244', 443)","('212.179.180.96', 443)",8,31
418,"('212.179.154.210', 443)","('212.179.180.96', 443)",7,31
419,"('173.194.126.239', 443)","('212.179.154.245', 443)",7,31
420,"('212.179.154.230', 443)","('212.179.180.102', 443)",2,31
421,"('212.179.154.217', 443)","('212.179.154.230', 443)",2,31
422,"('212.179.154.217', 443)","('212.179.180.96', 443)",7,31
